cEXT,cNEU,cAGR,cCON,cOPN,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They
y,n,y,y,y,9,0,58,5,24,0,2,46,0,36,21,78,33,2,0,38,68,13,15,3,3,21,287,1,45,5,2,3,0,7,1,2,31,0,4,77,1,53,15,2,2,2,5,10,0,18,3,0,0,18,0,5,56,10,79,4,11,5,0,4,0,1,0,0
n,n,n,n,y,10,0,40,8,15,0,0,35,1,14,13,46,23,0,0,34,32,17,7,2,1,8,178,0,17,0,0,3,1,4,2,0,29,1,1,64,0,23,6,0,3,0,12,6,2,14,3,0,0,6,0,6,41,5,57,8,1,1,0,2,0,0,0,0
n,y,n,n,n,17,0,76,2,21,0,1,54,1,23,35,97,39,0,4,54,57,20,11,8,8,15,333,1,33,6,0,8,0,5,2,4,43,2,0,97,0,58,18,0,0,0,15,12,3,17,4,1,1,30,0,26,73,11,132,0,6,0,0,10,2,1,0,2
y,n,n,y,y,5,1,61,3,36,1,4,58,0,38,23,82,37,0,2,51,76,10,15,4,7,26,329,1,46,7,23,5,1,18,2,6,29,4,0,87,4,61,31,0,6,2,8,24,0,26,8,1,3,16,1,11,52,7,68,0,16,2,1,9,0,5,0,0
y,y,y,y,y,23,0,135,15,56,4,3,143,2,82,31,194,101,7,14,112,158,27,28,27,16,76,703,4,83,16,12,27,0,15,2,12,68,4,4,211,11,111,36,5,5,9,26,19,3,61,15,1,11,55,1,20,101,22,207,6,63,3,2,11,6,6,1,3
n,y,n,n,n,9,0,55,4,15,1,0,36,2,19,17,62,28,0,0,35,41,13,10,9,3,19,231,2,19,9,1,4,1,4,3,1,22,1,2,58,1,40,25,1,1,2,2,16,10,24,6,0,0,18,1,6,48,6,69,1,3,0,0,6,5,0,1,2
n,y,n,n,y,6,0,31,3,17,0,1,45,1,27,11,62,14,0,0,45,46,11,15,7,4,9,198,1,25,5,4,2,2,3,4,3,20,1,3,65,0,38,21,1,1,0,8,17,4,11,5,2,0,3,0,7,48,3,48,0,6,0,0,1,0,0,0,3
y,y,n,n,y,55,0,87,19,35,0,3,136,0,37,59,190,71,4,60,84,67,38,19,15,9,98,561,0,58,6,2,20,6,2,13,11,81,1,2,217,4,103,50,0,9,5,27,44,5,26,20,18,0,27,0,15,161,4,203,1,8,6,2,5,1,0,0,1
y,n,n,n,n,13,0,81,2,47,0,2,107,3,54,30,131,46,8,23,73,126,6,14,15,3,67,434,1,57,19,7,12,2,16,5,5,44,9,0,151,1,81,38,0,1,3,20,19,4,15,17,1,8,43,5,2,83,24,119,0,40,5,0,9,1,15,0,8
y,y,n,n,n,15,0,49,11,27,0,1,60,0,22,16,65,36,3,3,54,50,5,10,7,6,16,252,6,25,7,3,6,1,5,7,3,25,0,0,85,0,37,20,1,2,0,9,13,4,12,7,4,1,24,0,9,44,2,82,1,9,0,0,2,2,3,0,3
y,n,n,n,n,23,0,122,6,67,0,0,87,0,63,27,130,77,3,1,74,138,19,31,7,11,41,510,3,60,1,12,12,1,25,2,5,32,5,3,119,7,65,25,8,9,2,17,24,10,56,9,1,3,47,1,19,78,16,160,2,29,2,0,8,0,2,0,0
n,y,n,n,n,11,0,48,4,29,0,0,57,0,13,14,67,28,0,0,56,51,14,17,6,4,7,241,3,24,3,4,6,0,10,2,2,15,1,1,72,1,45,9,0,0,0,5,6,1,17,3,1,0,21,0,9,39,9,74,0,16,0,0,5,0,1,0,1
y,n,y,y,y,7,0,20,5,8,0,1,42,0,11,9,45,25,0,17,23,26,8,8,6,4,37,161,2,22,5,0,9,0,0,1,0,21,1,0,63,2,25,11,0,0,0,4,6,0,5,2,3,0,7,0,13,32,5,54,0,8,7,0,2,0,0,0,3
n,y,n,n,n,7,1,26,6,15,2,5,34,0,13,8,54,18,0,0,33,34,7,9,8,3,7,159,1,23,10,1,7,0,2,2,1,11,3,3,45,1,29,18,2,3,0,12,8,1,10,5,0,0,8,1,13,43,9,57,3,5,0,3,0,0,6,0,2
n,n,n,n,y,24,0,114,15,54,3,1,87,1,52,35,151,97,3,4,60,119,30,21,12,10,65,581,3,66,5,6,27,4,18,5,4,78,6,1,165,6,88,37,2,6,9,23,32,11,54,22,2,2,49,1,20,109,17,184,8,20,14,0,10,0,7,0,0
y,y,y,y,y,25,5,76,8,28,0,0,89,1,22,18,100,22,1,24,77,54,5,7,9,11,45,321,7,17,4,1,4,2,10,4,5,25,1,3,114,0,59,25,6,3,1,9,22,1,16,6,0,2,18,0,15,70,6,92,1,14,0,0,6,2,0,0,1
y,y,n,n,n,17,0,66,16,23,1,16,119,2,33,11,189,33,2,24,92,62,24,13,3,15,54,474,8,51,30,6,12,4,14,5,3,67,3,3,186,4,107,62,5,7,7,31,32,3,28,17,2,3,20,0,35,144,13,107,7,18,4,7,2,1,3,0,4
y,y,n,n,y,17,0,46,9,9,6,3,56,0,12,22,69,25,0,4,51,29,22,10,6,1,17,247,1,25,7,3,11,0,0,0,3,27,2,1,83,1,44,18,1,0,2,8,11,4,12,4,1,0,14,1,7,60,5,85,1,5,0,1,2,0,1,0,0
n,n,y,y,y,17,0,84,5,28,0,1,112,1,46,36,138,57,2,23,80,84,22,27,14,9,78,520,3,63,12,10,10,4,6,4,10,60,2,2,172,5,88,35,0,7,7,23,23,6,31,13,1,6,38,1,14,99,16,149,1,13,3,0,6,1,8,0,7
n,y,n,n,n,31,1,101,19,36,3,10,95,5,44,52,143,107,4,4,55,83,49,33,24,7,109,601,10,74,20,12,22,4,8,5,4,79,5,3,174,13,89,52,5,3,9,22,32,29,45,19,6,2,47,1,19,109,5,212,4,15,19,4,7,1,2,4,0
y,y,n,n,y,10,0,97,13,43,9,1,43,1,31,13,70,48,0,2,40,95,26,18,6,6,14,358,0,26,5,3,3,0,4,1,5,45,5,1,88,2,38,15,4,1,0,6,11,5,54,7,0,0,38,1,8,17,20,95,4,43,0,0,9,2,2,0,2
y,y,n,y,y,9,0,43,1,16,0,0,44,1,9,5,55,28,3,0,28,29,3,11,8,7,21,193,0,15,0,0,5,0,6,1,2,12,2,0,56,10,37,3,0,0,0,5,2,5,13,3,1,0,20,0,11,42,4,58,0,3,3,0,2,0,1,0,0
y,y,y,y,y,23,0,72,6,39,1,0,71,3,33,30,115,42,0,0,60,71,26,22,15,7,26,388,5,49,2,0,1,1,2,4,5,45,1,1,116,7,69,30,0,5,0,20,28,5,23,5,1,0,24,1,22,78,4,130,0,12,4,0,5,0,0,0,1
y,y,n,y,n,8,0,106,16,47,1,3,69,3,66,25,135,43,3,6,61,128,26,32,9,8,23,433,14,57,10,21,6,7,8,1,2,48,6,7,117,2,67,41,3,8,8,24,31,1,26,15,0,0,28,1,18,104,24,120,1,19,0,0,3,0,13,0,4
y,y,n,y,n,34,0,77,8,27,0,5,122,3,47,38,159,65,1,22,96,83,52,21,9,10,61,466,2,56,11,6,12,1,13,11,4,48,2,2,170,7,80,37,1,5,2,23,26,7,16,15,1,9,23,1,34,127,13,162,5,13,1,0,9,0,9,2,6
n,n,y,y,y,19,1,98,8,39,1,4,85,1,50,19,112,50,3,21,44,104,20,19,15,6,67,424,3,61,8,1,14,1,22,4,10,32,4,1,117,13,60,30,0,4,2,16,22,6,33,10,2,0,38,1,10,49,18,124,2,45,7,1,8,0,2,9,4
n,y,n,n,y,44,2,131,8,50,1,2,153,0,50,50,253,78,1,1,115,110,48,27,22,16,74,710,2,73,12,5,15,2,9,9,2,80,8,5,233,11,147,39,1,7,8,30,27,3,38,25,1,4,30,4,37,162,16,228,4,46,25,0,11,0,5,2,3
n,n,n,y,y,23,15,125,9,61,0,8,67,2,36,21,101,74,22,13,35,103,20,22,21,5,74,515,3,61,13,2,18,1,11,2,7,67,6,1,134,5,70,32,0,4,1,26,19,15,45,9,6,0,46,0,7,80,4,155,0,11,2,3,6,2,2,1,1
n,y,n,n,n,2,0,59,6,27,0,1,62,2,30,12,96,33,5,2,54,63,10,10,5,4,33,320,4,37,11,10,3,1,5,1,8,37,6,3,99,2,57,33,7,3,2,10,22,5,25,9,2,1,25,5,3,50,9,62,0,35,0,1,12,0,11,0,4
y,n,y,y,y,14,2,79,2,45,0,2,116,3,42,39,137,56,1,30,82,89,20,21,6,8,66,460,1,55,13,3,7,4,6,6,5,41,4,1,157,4,74,63,0,11,0,24,50,5,37,10,1,1,45,5,17,91,17,140,0,31,1,1,10,3,2,0,3
y,n,n,n,y,12,0,84,2,28,1,0,78,2,49,27,145,46,1,4,67,96,27,17,5,16,29,384,0,34,4,10,2,3,1,2,2,36,7,1,114,7,82,23,5,2,2,10,20,2,16,11,0,1,32,0,25,99,21,120,1,20,0,0,8,0,4,0,1
n,n,n,n,y,35,0,83,17,33,0,4,72,1,38,33,128,61,3,0,59,73,36,29,13,17,34,469,15,51,8,2,14,1,6,17,1,82,1,3,154,7,81,28,5,8,4,9,20,5,34,24,0,0,23,0,26,78,6,158,2,14,3,0,7,0,1,4,2
n,y,n,n,n,6,0,55,6,13,1,0,21,0,14,21,49,35,5,0,0,42,13,14,13,2,27,231,2,17,11,1,8,0,1,0,1,18,1,3,39,1,38,19,0,0,0,12,8,1,29,1,3,0,24,0,9,40,14,90,0,3,15,0,3,3,0,0,6
n,n,n,n,n,12,0,69,4,27,0,1,70,4,25,18,88,42,4,4,58,64,16,10,8,9,34,317,2,28,7,6,7,2,16,3,5,33,2,1,103,2,52,32,0,2,4,10,25,6,18,9,1,1,24,1,7,62,13,85,1,11,2,0,9,3,1,0,0
y,n,y,n,y,16,0,51,0,22,0,0,49,0,21,11,57,12,0,1,45,49,14,9,7,5,15,218,0,34,4,3,7,0,1,1,0,31,1,3,80,1,32,10,1,1,2,4,6,1,13,4,0,0,11,1,6,36,7,76,0,10,2,0,0,1,3,0,0
y,y,n,y,y,5,0,38,15,14,13,1,36,0,20,17,51,29,1,0,31,51,4,14,14,7,9,217,4,18,4,5,6,0,9,2,2,21,0,1,57,2,33,9,0,1,0,17,4,0,25,2,0,0,12,0,4,33,16,61,4,8,2,2,4,1,4,0,1
y,n,y,n,n,11,0,65,9,29,2,0,37,1,19,15,50,32,0,11,26,51,9,22,5,4,28,270,5,27,0,8,4,0,11,3,7,21,4,0,58,1,34,23,0,4,4,6,23,3,28,11,0,0,30,1,5,29,6,80,3,14,6,0,1,0,2,1,0
y,n,y,y,y,9,1,51,7,18,1,3,49,5,13,20,93,29,0,18,35,40,14,13,8,4,31,257,2,35,7,3,5,3,5,2,2,24,3,2,73,3,54,28,2,1,0,15,21,0,15,5,3,1,17,0,7,75,8,77,3,8,1,5,2,0,2,1,2
n,y,y,n,y,2,0,26,4,11,1,2,16,2,10,4,43,6,4,1,10,23,5,8,3,2,12,121,2,16,4,6,2,0,1,1,3,12,4,1,28,1,29,16,0,0,1,3,12,2,10,6,0,0,10,0,5,24,2,29,1,7,0,0,2,0,1,0,1
n,y,n,y,n,2,1,57,6,23,1,6,35,1,40,9,72,32,0,0,31,71,11,16,6,1,17,250,1,17,7,2,6,0,16,1,2,28,3,1,63,2,43,20,5,3,1,16,13,9,19,5,0,0,20,0,8,62,10,63,4,7,2,5,1,0,6,0,0
y,n,y,n,y,16,0,33,1,8,0,2,34,2,15,23,84,29,7,0,16,21,14,14,13,6,41,273,0,29,6,1,7,0,3,0,1,53,33,1,87,7,59,21,0,4,3,11,15,4,26,36,0,0,12,0,11,61,1,96,1,9,4,0,1,0,0,0,0
y,y,y,n,y,19,0,64,2,24,0,1,76,0,28,22,121,36,1,5,67,57,28,17,6,8,29,389,1,40,8,6,8,3,11,1,6,55,1,1,131,1,81,24,3,4,0,14,16,5,26,2,1,1,18,0,15,75,7,103,0,20,2,0,4,3,3,0,2
n,y,y,y,n,15,0,82,8,41,0,1,63,1,42,25,96,36,0,12,58,88,13,10,7,4,32,342,5,48,8,1,7,0,15,3,6,33,5,3,96,0,59,27,1,5,1,9,19,4,21,10,0,1,19,1,9,73,9,91,3,12,0,0,5,0,9,0,2
n,y,y,y,n,13,0,80,4,28,0,0,54,1,30,20,77,35,4,0,46,57,21,18,4,3,17,305,3,46,4,3,8,0,25,6,3,25,1,1,79,3,47,18,0,6,0,12,14,4,18,7,0,0,18,0,3,60,5,88,1,10,1,0,3,2,3,0,0
y,y,n,y,y,15,1,86,14,46,3,4,88,3,36,24,118,42,5,8,71,98,24,30,6,6,54,437,4,42,9,16,10,5,13,3,9,39,3,0,127,2,76,39,4,2,1,13,30,10,42,7,5,5,24,1,10,69,15,102,2,33,4,1,12,1,4,0,3
y,y,y,n,y,16,3,58,12,20,7,2,68,3,22,29,97,45,2,11,47,43,20,10,8,5,41,350,3,49,13,6,5,0,4,1,8,51,3,0,119,5,51,30,7,4,8,10,15,3,30,15,1,1,20,1,11,70,5,104,1,10,3,1,1,1,3,0,8
y,n,y,y,n,47,1,119,22,35,0,0,139,0,55,25,204,57,7,34,96,106,21,17,16,15,106,589,9,55,8,1,16,1,6,15,3,71,6,3,210,2,110,41,2,3,6,23,33,12,29,28,10,2,31,4,28,160,19,173,3,6,9,0,11,1,0,1,2
n,n,y,y,y,12,0,48,8,15,2,0,45,1,19,17,65,27,8,0,34,37,8,10,8,5,15,257,4,21,3,1,5,1,0,2,0,47,2,0,92,3,40,11,2,1,1,9,8,2,20,5,0,0,17,1,12,47,3,67,2,9,0,0,5,1,0,2,1
n,n,n,y,n,23,0,85,10,30,9,1,87,1,25,28,157,37,7,7,67,73,24,22,7,13,49,464,1,64,7,9,6,11,11,10,2,55,3,1,142,5,110,52,0,4,0,13,45,7,23,13,0,1,27,7,18,110,19,126,0,17,3,0,11,1,3,0,2
n,n,y,y,n,12,1,75,8,36,1,2,77,1,42,29,94,35,1,13,60,82,20,12,6,5,26,329,2,36,13,6,5,2,13,10,5,29,3,3,106,3,52,42,1,9,0,17,30,3,13,13,0,1,24,1,15,70,10,100,5,9,0,0,9,1,4,0,8
y,n,n,n,y,18,0,97,4,38,0,1,101,4,61,30,123,52,3,15,75,101,25,18,10,7,72,473,0,60,9,4,14,1,9,8,8,63,3,4,164,2,73,44,0,8,3,19,35,10,25,14,2,0,44,4,13,77,8,158,2,26,10,0,5,5,5,0,2
y,n,n,n,n,4,0,67,6,26,2,0,46,0,26,4,46,20,4,0,42,57,12,17,8,1,16,223,2,6,0,20,5,0,10,1,2,18,1,0,64,0,32,7,1,1,0,4,7,1,20,2,0,0,24,0,4,33,4,58,2,9,0,0,5,0,2,0,0
y,y,y,y,n,11,1,42,6,15,1,0,50,0,19,12,86,28,0,0,47,42,5,13,12,3,11,273,2,34,3,2,13,1,3,3,2,32,1,0,82,1,57,14,0,0,0,5,11,3,21,4,2,1,20,0,4,65,8,72,1,12,2,0,8,1,2,0,1
y,n,y,n,n,6,0,53,1,18,0,0,26,0,24,7,48,14,0,0,25,53,3,7,7,2,10,172,0,12,4,1,5,0,9,1,3,17,2,3,43,1,26,12,0,2,0,5,8,3,15,3,1,0,17,0,4,27,11,48,0,13,0,0,3,1,1,0,1
y,n,n,y,y,51,1,72,2,23,1,6,119,2,32,55,189,46,3,11,95,61,34,23,18,13,56,536,0,68,13,3,19,4,3,1,2,65,10,3,184,2,119,46,1,8,2,22,32,10,36,13,0,0,27,2,20,140,13,209,1,23,16,1,6,3,1,0,0
y,n,y,n,y,25,3,136,2,58,1,3,104,1,62,48,190,114,5,6,63,136,42,29,19,14,79,734,1,70,13,7,30,2,22,2,4,93,9,3,197,19,135,43,2,7,7,29,30,6,63,19,0,0,62,2,25,132,22,231,2,28,13,1,8,0,3,0,4
y,n,n,n,n,17,1,69,3,31,0,1,77,1,30,27,101,45,3,7,61,66,17,13,8,3,50,361,2,38,6,13,16,1,12,2,1,46,1,1,123,6,59,38,1,5,3,14,32,3,16,6,1,5,28,3,7,66,10,116,0,27,3,0,5,0,4,0,3
n,y,n,n,n,5,0,29,3,11,0,2,25,1,9,5,39,15,1,0,22,30,4,9,3,1,9,147,1,23,3,1,6,0,7,2,2,9,0,2,34,1,20,11,1,0,1,7,8,0,18,3,2,0,13,0,3,27,9,36,0,10,1,0,4,0,1,1,1
y,y,y,n,y,9,0,64,7,29,0,5,73,3,37,17,87,30,2,0,59,69,9,13,14,4,39,308,3,27,9,8,4,2,1,2,0,22,1,2,95,7,59,20,1,1,0,14,7,8,23,3,3,5,33,1,3,65,3,88,1,12,5,0,3,1,7,1,1
n,n,n,n,y,12,2,81,1,36,0,9,25,4,30,12,79,29,8,0,1,67,18,24,11,4,47,323,0,32,10,2,14,0,4,0,3,37,4,1,62,12,52,31,1,6,3,11,21,11,46,7,0,0,22,0,6,42,5,96,1,27,4,5,4,0,0,0,0
n,y,y,n,n,10,0,47,9,14,1,4,53,0,17,15,70,30,1,1,49,41,18,9,4,5,9,243,3,19,12,1,9,1,13,6,5,28,2,2,81,2,39,19,3,0,0,10,7,0,21,8,0,0,14,0,21,57,9,68,5,4,0,4,3,0,2,0,0
y,n,n,y,n,25,0,48,14,20,0,0,66,2,20,31,107,48,1,11,40,42,23,22,7,1,46,324,1,30,11,0,11,0,7,11,6,43,9,2,109,11,47,31,1,3,3,13,20,9,23,23,5,1,21,0,13,84,5,109,8,16,3,0,5,2,0,0,2
n,n,y,n,n,5,0,49,2,20,0,0,47,1,31,10,52,20,0,2,45,60,10,3,8,3,10,199,1,20,3,2,4,1,7,3,5,19,0,0,66,0,31,16,0,2,2,7,13,0,8,5,1,0,9,0,8,23,10,50,0,21,0,0,3,0,1,0,1
n,n,y,y,n,30,1,96,15,30,6,3,135,3,58,47,182,79,1,35,94,92,33,31,14,15,70,570,3,79,18,6,16,1,9,9,4,58,1,5,193,10,100,59,1,10,4,27,42,3,27,15,1,1,27,1,34,122,13,189,5,23,0,2,9,4,1,0,9
y,y,n,y,y,21,0,85,17,47,4,3,136,1,44,44,159,66,5,23,102,109,27,28,20,10,68,558,7,52,17,6,15,4,8,5,7,57,4,1,193,5,101,48,1,3,4,27,28,7,38,13,2,5,47,3,19,99,20,175,5,41,1,1,9,1,13,0,9
n,y,n,n,y,18,0,70,10,43,0,4,125,0,51,31,149,61,1,35,104,95,16,17,11,20,81,473,4,40,9,5,7,0,1,2,7,42,7,1,167,2,88,35,1,5,2,13,26,14,27,11,3,5,40,2,38,88,7,148,3,30,0,0,8,0,2,0,1
n,y,y,y,y,14,0,43,2,19,0,1,36,0,16,15,63,20,0,0,33,45,14,9,9,5,5,219,1,27,5,0,7,0,4,5,4,28,1,1,64,0,39,13,0,1,0,11,8,0,18,6,0,0,12,0,9,52,11,67,1,3,3,0,7,1,0,0,0
n,y,n,y,y,21,0,82,12,50,4,2,108,0,37,32,169,62,2,11,75,88,15,23,20,10,65,529,4,51,16,1,16,0,7,6,6,56,18,2,164,24,107,33,1,5,3,36,17,10,41,27,1,0,28,2,18,91,5,148,3,47,0,1,7,2,2,4,3
y,y,n,n,y,28,1,129,11,32,0,4,95,2,33,32,152,70,5,0,72,70,38,30,14,11,67,570,6,46,11,5,15,8,5,4,6,81,7,3,176,7,98,40,5,4,7,11,31,5,42,19,4,1,42,0,14,93,9,171,1,33,11,1,8,0,1,2,4
n,y,n,y,n,9,2,82,10,26,2,3,84,1,32,22,125,46,2,8,69,66,22,22,12,10,44,421,5,36,8,4,9,1,22,4,6,38,2,1,122,8,83,35,4,5,3,24,27,10,38,9,2,3,30,1,18,87,12,115,1,16,0,1,6,0,8,0,0
y,n,y,y,y,16,0,75,3,32,0,0,65,1,42,25,88,31,2,10,51,81,16,20,12,3,39,336,2,40,0,2,3,2,8,2,7,39,4,1,104,1,52,8,2,2,3,13,7,7,21,9,0,0,18,2,12,64,9,100,1,12,2,0,2,0,6,1,0
y,n,n,y,n,17,0,51,3,22,0,0,67,0,31,13,82,32,6,2,50,62,14,23,9,3,33,312,3,35,1,1,9,0,10,5,4,36,0,0,103,7,50,12,0,1,0,5,11,5,17,5,0,1,24,1,2,52,10,85,0,22,2,0,3,0,9,0,1
y,n,n,y,y,28,0,79,13,29,0,0,77,0,32,23,116,53,4,0,55,70,24,18,11,8,46,419,4,46,6,4,10,1,5,2,2,40,5,1,117,12,78,26,0,2,4,15,19,14,38,13,2,0,29,0,11,86,11,126,7,12,6,0,12,0,0,0,4
n,y,n,y,n,34,0,101,6,47,1,3,143,1,45,42,156,67,3,25,102,96,22,30,15,11,87,607,3,72,7,3,28,1,10,10,11,60,6,3,203,16,97,29,10,8,2,22,20,13,39,18,1,1,34,2,16,110,10,184,1,23,6,0,7,0,10,0,3
n,y,n,n,y,33,0,134,20,56,2,6,150,2,61,63,210,146,0,7,126,134,41,30,27,9,87,787,12,82,26,13,19,0,11,0,3,115,2,4,265,16,120,50,4,8,14,34,24,9,40,16,2,9,96,0,31,109,25,292,4,81,2,0,8,1,7,1,5
n,n,y,y,n,9,0,87,3,42,3,0,75,0,71,36,123,69,9,1,60,120,11,24,5,4,29,469,1,59,2,5,6,2,17,2,5,46,7,1,121,4,85,19,1,10,0,24,17,3,26,9,0,0,47,1,10,89,17,122,0,18,1,0,7,0,10,0,2
n,y,y,y,n,8,0,56,4,39,0,0,53,1,30,12,68,26,1,2,47,84,10,12,10,5,22,257,4,23,3,4,4,0,5,3,9,26,3,1,79,2,37,13,1,0,0,10,10,3,20,6,0,2,19,1,9,28,15,70,0,31,1,0,4,0,6,0,2
n,y,y,y,n,14,0,93,7,36,2,1,57,3,30,8,77,43,1,0,45,70,16,20,17,4,28,340,4,28,11,4,6,0,14,4,6,36,4,0,93,5,44,31,5,3,4,10,18,1,32,12,0,1,28,0,7,55,5,86,1,15,6,0,12,3,5,1,3
y,y,y,y,y,6,0,99,12,41,5,1,65,1,55,9,73,34,1,0,58,109,11,21,10,7,17,343,2,37,2,6,4,4,10,1,8,17,3,0,82,2,41,20,2,2,1,5,18,2,33,5,0,2,24,1,13,22,13,71,5,37,4,0,4,0,10,0,0
y,y,y,n,n,18,0,54,4,19,0,1,67,1,23,8,61,26,1,11,55,46,6,13,9,2,36,273,2,24,8,3,5,0,14,9,3,27,2,1,94,0,36,21,0,1,3,6,13,3,27,14,0,11,18,0,6,46,4,68,2,13,0,0,10,2,3,0,1
y,n,n,y,y,19,0,112,2,37,0,0,84,2,46,23,135,49,3,22,54,90,22,25,12,8,60,473,1,64,3,7,5,4,2,7,2,46,0,2,130,2,87,32,1,6,3,12,29,5,33,10,0,0,32,2,16,101,11,129,1,13,3,0,11,1,2,0,1
n,y,n,n,n,17,0,51,1,19,0,0,58,0,22,13,75,26,0,0,53,44,16,14,5,7,15,264,1,27,6,1,8,0,17,8,2,29,0,2,87,4,45,21,2,2,2,14,15,6,16,10,0,0,9,0,7,48,4,75,0,14,1,0,5,3,0,0,0
n,y,y,n,n,8,0,63,6,24,1,0,77,0,36,20,125,37,2,0,70,66,17,14,8,2,25,366,3,37,0,9,5,3,11,0,5,36,3,8,113,5,83,10,0,0,1,19,10,2,24,4,0,2,16,0,12,97,5,90,2,21,0,0,7,0,5,0,0
y,n,y,y,n,4,0,62,6,26,0,0,32,3,26,7,53,28,2,0,30,59,13,13,5,2,16,228,4,23,1,7,5,0,10,1,1,26,1,1,58,0,34,21,2,2,1,2,20,2,23,3,0,0,16,0,3,29,9,53,2,17,0,0,2,0,5,0,1
n,y,n,n,y,31,1,100,4,25,0,2,60,3,35,27,136,37,6,0,49,78,35,14,7,13,32,436,3,43,7,5,14,0,19,4,8,71,3,3,131,1,77,27,4,3,5,15,20,3,32,12,1,2,29,1,17,94,20,137,0,17,4,2,5,0,3,1,0
n,n,y,n,y,28,1,193,35,70,5,10,225,0,93,68,248,89,6,56,161,179,57,47,30,21,132,964,13,94,27,5,18,4,16,12,24,89,11,8,314,9,164,69,4,6,7,39,40,13,73,31,6,10,50,2,42,159,20,261,12,46,5,1,7,2,6,1,9
y,y,n,y,y,22,0,108,12,40,0,3,106,1,35,28,147,57,5,21,77,84,15,20,10,2,62,506,2,54,6,3,6,1,10,5,3,51,1,1,157,8,91,36,0,2,6,10,30,8,43,12,8,0,33,1,12,110,11,126,2,22,1,0,7,0,6,0,1
y,n,n,y,y,27,2,107,7,42,0,1,117,5,42,39,149,62,2,13,89,95,32,20,19,8,61,546,2,46,5,8,11,2,9,4,5,58,11,1,175,5,90,36,4,2,3,20,32,5,45,18,5,10,35,2,14,101,12,152,0,30,8,1,2,0,7,1,2
n,n,n,y,y,16,0,103,11,60,3,2,93,1,47,34,107,63,2,4,77,105,27,23,3,5,37,460,0,49,12,6,11,10,16,5,1,52,4,2,145,4,63,47,1,12,6,13,35,3,34,16,1,0,32,2,17,71,8,131,7,22,6,0,9,0,5,0,3
y,n,n,y,y,18,0,70,3,27,0,5,57,0,27,25,96,38,5,8,39,61,31,18,6,9,50,331,0,41,11,4,11,0,6,3,3,35,6,2,92,7,59,34,3,5,4,11,23,8,23,13,2,1,23,2,9,64,11,113,1,16,0,0,2,2,4,2,1
n,y,n,n,n,16,3,78,26,40,4,14,133,5,46,41,152,45,1,12,112,96,32,18,14,13,64,479,4,52,23,16,5,0,8,9,2,38,5,0,171,8,92,74,2,4,1,29,51,16,26,15,12,1,23,9,37,104,14,142,6,26,0,5,6,0,2,2,4
y,n,y,y,n,17,0,44,3,12,3,0,52,0,27,17,67,40,0,0,52,43,10,9,7,1,15,248,0,23,2,0,9,1,5,10,2,32,0,3,84,0,41,9,0,5,3,12,7,1,14,13,0,0,19,0,9,58,7,94,0,1,0,0,0,1,3,0,0
n,n,y,n,y,23,4,153,14,61,1,2,121,3,65,48,170,78,11,30,77,139,31,35,16,10,83,659,5,69,8,7,17,4,14,5,3,79,4,4,200,2,105,39,6,5,3,30,31,9,43,12,3,1,49,5,21,118,18,208,5,27,2,1,4,0,6,0,2
n,n,n,y,y,11,0,83,9,33,6,0,72,5,49,30,123,53,2,10,57,93,29,22,11,8,44,438,1,44,10,9,12,0,0,2,1,44,7,5,116,7,76,38,3,3,1,20,28,3,51,10,1,1,23,2,12,71,12,123,2,32,1,1,3,1,6,1,2
n,y,n,n,n,34,1,144,11,67,6,1,150,4,54,61,234,77,2,11,138,138,44,36,20,10,50,756,2,79,9,3,10,0,21,7,8,95,2,3,245,5,147,52,1,9,1,40,43,7,36,10,1,4,48,1,30,168,25,227,2,39,2,0,11,1,8,0,2
y,n,y,n,y,24,0,65,7,24,3,0,67,1,34,31,115,40,0,4,64,61,21,17,8,10,22,370,2,47,1,2,9,2,10,12,3,50,2,2,117,1,75,19,1,3,2,15,18,3,26,16,2,0,24,3,10,87,6,115,0,7,0,0,2,1,1,0,0
y,n,n,y,y,5,0,66,8,28,1,0,57,4,31,6,79,33,0,8,47,68,14,16,12,3,28,275,7,24,9,11,7,6,18,7,2,27,0,3,84,3,44,48,4,3,1,7,39,3,24,8,0,2,19,0,10,52,12,73,0,15,0,0,7,3,3,0,4
n,n,y,y,n,27,3,66,6,25,0,0,78,1,22,23,108,39,0,1,78,51,12,16,9,8,27,369,4,42,3,2,4,1,7,4,5,40,0,1,118,0,64,30,2,2,0,10,27,10,22,4,0,2,30,0,11,84,6,112,2,7,0,0,6,1,1,0,2
y,n,n,n,n,11,1,31,7,13,0,2,44,1,19,19,70,14,1,8,35,40,13,5,2,1,24,170,1,17,5,4,3,3,3,2,1,22,1,0,66,3,35,21,0,1,4,16,16,1,4,7,3,0,9,2,12,53,9,59,3,12,0,1,5,0,5,0,1
